
transaction_id;transaction_date;transaction_time;transaction_qty;store_id;product_id;;;
73;01/01/2023;9:53:28;1;8;12;;;
74;01/01/2023;9:53:44;2;8;11;;;
75;01/01/2023;9:53:44;1;8;14;;;
76;01/01/2023;9:53:49;1;8;11;;;
77;01/01/2023;9:54:46;1;5;11;;;
78;01/01/2023;9:55:16;2;5;12;;;
79;01/01/2023;9:56:30;1;8;11;;;
80;01/01/2023;10:00:39;2;8;11;;;
81;01/01/2023;10:03:55;2;8;11;;;
82;01/01/2023;10:14:49;1;5;11;;;
83;01/01/2023;10:14:49;1;5;14;;;
84;01/01/2023;10:16:30;2;5;11;;;
85;01/01/2023;10:16:33;1;8;12;;;
86;01/01/2023;10:18:14;2;8;11;;;
87;01/01/2023;10:18:52;2;5;11;;;
88;01/01/2023;10:19:42;2;5;11;;;
89;01/01/2023;10:24:19;1;8;12;;;
90;01/01/2023;10:25:22;2;8;12;;;
91;01/01/2023;10:25:45;2;5;13;;;
92;01/01/2023;10:25:45;1;5;14;;;
93;01/01/2023;10:27:48;2;8;12;;;
94;01/01/2023;10:30:07;1;5;11;;;
95;01/01/2023;10:30:07;1;5;14;;;
96;01/01/2023;10:35:47;1;8;13;;;
97;01/01/2023;10:41:53;1;5;13;;;
98;01/01/2023;10:47:53;2;5;11;;;
99;01/01/2023;10:49:13;2;8;12;;;
100;01/01/2023;10:49:51;2;5;13;;;
101;01/01/2023;10:51:17;1;5;12;;;
102;01/01/2023;10:52:44;2;8;11;;;
103;01/01/2023;10:52:44;1;8;14;;;
104;01/01/2023;10:56:14;1;5;11;;;
105;01/01/2023;10:56:14;1;5;14;;;
106;01/01/2023;11:01:48;1;3;11;;;
107;01/01/2023;11:01:58;1;3;11;;;
108;01/01/2023;11:01:58;1;3;14;;;
109;01/01/2023;11:03:25;2;5;12;;;
110;01/01/2023;11:03:25;1;5;14;;;
111;01/01/2023;11:04:32;2;8;11;;;
112;01/01/2023;11:08:11;1;3;13;;;
113;01/01/2023;11:08:59;2;8;12;;;
114;01/01/2023;11:09:01;1;3;13;;;
115;01/01/2023;11:10:21;1;3;12;;;
116;01/01/2023;11:10:21;1;3;14;;;
117;01/01/2023;11:10:58;1;3;12;;;
118;01/01/2023;11:12:29;1;3;12;;;
119;01/01/2023;11:16:02;2;3;12;;;
120;01/01/2023;11:21:00;2;8;12;;;
121;01/01/2023;11:21:04;2;5;12;;;
122;01/01/2023;11:21:14;1;3;13;;;
123;01/01/2023;11:23:01;1;8;11;;;
124;01/01/2023;11:23:43;2;5;13;;;
125;01/01/2023;11:23:43;1;5;14;;;
126;01/01/2023;11:25:35;2;3;12;;;
127;01/01/2023;11:25:37;2;5;11;;;
128;01/01/2023;11:28:15;2;8;12;;;
129;01/01/2023;11:28:29;2;3;11;;;
130;01/01/2023;11:29:25;2;5;12;;;
131;01/01/2023;11:29:57;2;8;11;;;
132;01/01/2023;11:29:57;1;8;14;;;
133;01/01/2023;11:30:22;1;8;11;;;
134;01/01/2023;11:31:35;1;8;11;;;
135;01/01/2023;11:31:43;2;5;12;;;
136;01/01/2023;11:31:43;1;5;14;;;
137;01/01/2023;11:31:53;2;5;12;;;
138;01/01/2023;11:31:53;1;5;14;;;
139;01/01/2023;11:39:14;1;5;13;;;
140;01/01/2023;11:39:14;1;5;14;;;
141;01/01/2023;11:40:26;2;3;12;;;
142;01/01/2023;11:43:57;2;3;11;;;
143;01/01/2023;11:44:09;1;5;11;;;
144;01/01/2023;11:47:13;1;3;11;;;
145;01/01/2023;11:48:56;2;8;12;;;
146;01/01/2023;11:49:42;1;8;12;;;
147;01/01/2023;11:49:42;1;8;14;;;
148;01/01/2023;11:50:16;2;3;11;;;
149;01/01/2023;11:50:23;2;3;11;;;
150;01/01/2023;11:50:58;2;5;12;;;
151;01/01/2023;11:51:30;2;8;11;;;
152;01/01/2023;11:52:31;1;5;12;;;
153;01/01/2023;11:57:17;2;3;11;;;
154;01/01/2023;11:57:59;1;3;12;;;
155;01/01/2023;11:57:59;1;3;14;;;
156;01/01/2023;11:58:15;2;3;13;;;
157;01/01/2023;12:00:20;1;5;11;;;
158;01/01/2023;12:01:00;2;3;12;;;
159;01/01/2023;12:01:20;2;3;11;;;
160;01/01/2023;12:01:20;1;3;14;;;
161;01/01/2023;12:03:09;1;8;11;;;
162;01/01/2023;12:03:38;1;8;12;;;
163;01/01/2023;12:03:43;1;3;12;;;
164;01/01/2023;12:04:22;2;8;11;;;
165;01/01/2023;12:05:31;2;3;12;;;
166;01/01/2023;12:06:29;1;5;12;;;
167;01/01/2023;12:07:42;1;8;11;;;
168;01/01/2023;12:08:21;1;5;12;;;
169;01/01/2023;12:08:36;1;8;11;;;
170;01/01/2023;12:09:11;2;3;11;;;
171;01/01/2023;12:09:12;2;8;12;;;
172;01/01/2023;12:13:07;2;5;11;;;
173;01/01/2023;12:14:26;2;8;11;;;
174;01/01/2023;12:17:38;2;8;12;;;
175;01/01/2023;12:18:07;2;5;11;;;
176;01/01/2023;12:18:44;2;3;12;;;
177;01/01/2023;12:20:16;2;3;13;;;
178;01/01/2023;12:23:39;1;3;11;;;
179;01/01/2023;12:27:06;2;5;11;;;
180;01/01/2023;12:30:46;2;3;12;;;
181;01/01/2023;12:30:49;1;8;11;;;
182;01/01/2023;12:33:20;2;3;12;;;
183;01/01/2023;12:33:35;2;3;11;;;
184;01/01/2023;12:35:53;2;5;11;;;
185;01/01/2023;12:36:57;1;8;13;;;
186;01/01/2023;12:38:28;2;8;12;;;
187;01/01/2023;12:42:26;1;3;12;;;
188;01/01/2023;12:44:01;1;8;13;;;
189;01/01/2023;12:44:31;1;3;12;;;
190;01/01/2023;12:44:32;1;3;12;;;
191;01/01/2023;12:45:52;2;3;11;;;
192;01/01/2023;12:46:22;1;3;12;;;
193;01/01/2023;12:46:26;1;3;11;;;
194;01/01/2023;12:46:55;1;3;11;;;
195;01/01/2023;12:46:55;1;3;14;;;
196;01/01/2023;12:48:08;2;3;11;;;
197;01/01/2023;12:49:48;1;8;11;;;
198;01/01/2023;12:50:15;1;3;13;;;
199;01/01/2023;12:50:28;2;3;11;;;
200;01/01/2023;12:51:21;1;8;12;;;
201;01/01/2023;12:51:57;1;5;13;;;
202;01/01/2023;12:51:57;1;5;14;;;
203;01/01/2023;12:52:18;1;5;12;;;
204;01/01/2023;12:52:18;1;5;14;;;
205;01/01/2023;12:53:11;2;8;11;;;
206;01/01/2023;12:53:59;1;8;11;;;
207;01/01/2023;12:55:25;1;3;12;;;
208;01/01/2023;12:55:27;1;5;12;;;
209;01/01/2023;12:55:27;1;5;14;;;
210;01/01/2023;12:55:36;1;8;12;;;
211;01/01/2023;12:55:53;2;8;11;;;
212;01/01/2023;12:56:33;1;3;13;;;
213;01/01/2023;12:56:59;1;3;12;;;
214;01/01/2023;12:58:54;2;3;12;;;
215;01/01/2023;12:59:06;1;8;11;;;
216;01/01/2023;13:00:38;2;5;11;;;
217;01/01/2023;13:01:33;2;5;11;;;
218;01/01/2023;13:02:40;1;8;12;;;
219;01/01/2023;13:02:40;1;8;14;;;
220;01/01/2023;13:02:52;1;8;11;;;
221;01/01/2023;13:03:13;2;3;12;;;
222;01/01/2023;13:04:01;2;8;11;;;
223;01/01/2023;13:04:01;1;8;14;;;
224;01/01/2023;13:04:22;2;8;12;;;
225;01/01/2023;13:04:37;2;8;12;;;
226;01/01/2023;13:04:51;1;3;11;;;
227;01/01/2023;13:05:56;1;3;13;;;
228;01/01/2023;13:07:37;2;5;11;;;
229;01/01/2023;13:09:03;1;3;11;;;
230;01/01/2023;13:12:03;2;5;11;;;
231;01/01/2023;13:13:09;1;5;13;;;
232;01/01/2023;13:17:30;1;8;12;;;
233;01/01/2023;13:17:32;2;3;12;;;
234;01/01/2023;13:18:34;2;8;12;;;
235;01/01/2023;13:19:09;1;8;12;;;
236;01/01/2023;13:19:09;1;8;14;;;
237;01/01/2023;13:19:36;1;3;11;;;
238;01/01/2023;13:19:56;2;8;11;;;
239;01/01/2023;13:20:51;2;3;11;;;
240;01/01/2023;13:21:23;2;3;11;;;
241;01/01/2023;13:22:11;1;5;11;;;
242;01/01/2023;13:22:45;2;3;12;;;
243;01/01/2023;13:23:54;2;3;13;;;
244;01/01/2023;13:24:29;2;5;13;;;
245;01/01/2023;13:30:49;2;5;11;;;
246;01/01/2023;13:32:07;2;5;11;;;
247;01/01/2023;13:32:34;1;5;11;;;
248;01/01/2023;13:34:12;2;3;11;;;
249;01/01/2023;13:38:09;1;8;11;;;
250;01/01/2023;13:38:11;2;8;11;;;
251;01/01/2023;13:39:41;1;5;12;;;
252;01/01/2023;13:40:47;2;3;12;;;
253;01/01/2023;13:41:09;2;3;12;;;
254;01/01/2023;13:42:10;1;3;12;;;
255;01/01/2023;13:42:49;1;5;11;;;
256;01/01/2023;13:42:58;1;5;12;;;
257;01/01/2023;13:42:58;1;5;14;;;
258;01/01/2023;13:43:18;2;3;12;;;
259;01/01/2023;13:43:18;1;3;14;;;
260;01/01/2023;13:43:41;2;5;11;;;
261;01/01/2023;13:44:26;1;3;12;;;
262;01/01/2023;13:47:51;1;8;11;;;
263;01/01/2023;13:49:03;2;8;11;;;
264;01/01/2023;13:50:09;1;5;12;;;
265;01/01/2023;13:50:47;2;8;12;;;
266;01/01/2023;13:51:56;2;8;11;;;
267;01/01/2023;13:53:04;2;3;11;;;
268;01/01/2023;13:53:31;1;8;11;;;
269;01/01/2023;13:54:18;2;8;11;;;
270;01/01/2023;13:55:04;1;5;12;;;
271;01/01/2023;13:55:50;2;8;12;;;
272;01/01/2023;13:56:15;2;8;12;;;
273;01/01/2023;13:56:24;1;8;12;;;
274;01/01/2023;13:57:34;2;5;11;;;
275;01/01/2023;13:57:34;1;5;14;;;
276;01/01/2023;13:58:10;2;3;12;;;
277;01/01/2023;13:58:11;1;5;11;;;
278;01/01/2023;13:59:58;2;5;11;;;
279;01/01/2023;14:03:34;2;5;11;;;
280;01/01/2023;14:03:34;1;5;14;;;
281;01/01/2023;14:03:41;1;3;11;;;
282;01/01/2023;14:07:12;2;3;11;;;
283;01/01/2023;14:07:56;1;3;11;;;
284;01/01/2023;14:08:03;1;8;11;;;
285;01/01/2023;14:08:03;1;8;14;;;
286;01/01/2023;14:11:14;2;8;13;;;
287;01/01/2023;14:13:28;2;5;12;;;
288;01/01/2023;14:19:57;2;5;11;;;
289;01/01/2023;14:20:06;2;3;11;;;
290;01/01/2023;14:20:08;2;3;12;;;
291;01/01/2023;14:22:01;2;8;12;;;
292;01/01/2023;14:22:38;2;5;11;;;
293;01/01/2023;14:23:28;1;8;12;;;
294;01/01/2023;14:23:28;1;8;14;;;
295;01/01/2023;14:24:55;2;3;11;;;
296;01/01/2023;14:24:55;1;3;14;;;
297;01/01/2023;14:25:32;2;3;13;;;
298;01/01/2023;14:25:39;2;5;11;;;
299;01/01/2023;14:26:36;1;8;13;;;
300;01/01/2023;14:29:05;2;5;12;;;
301;01/01/2023;14:29:50;2;5;12;;;
302;01/01/2023;14:29:50;1;5;14;;;
303;01/01/2023;14:30:51;1;8;12;;;
304;01/01/2023;14:30:58;1;5;12;;;
305;01/01/2023;14:31:26;1;5;12;;;
306;01/01/2023;14:32:20;2;8;11;;;
307;01/01/2023;14:32:42;2;5;11;;;
308;01/01/2023;14:32:54;2;8;11;;;
309;01/01/2023;14:35:47;1;3;12;;;
310;01/01/2023;14:36:23;2;3;11;;;
311;01/01/2023;14:36:35;1;5;12;;;
312;01/01/2023;14:37:48;1;5;12;;;
313;01/01/2023;14:39:06;1;5;11;;;
314;01/01/2023;14:39:48;2;8;11;;;
315;01/01/2023;14:42:39;2;5;13;;;
316;01/01/2023;14:43:13;2;3;12;;;
317;01/01/2023;14:45:31;1;3;12;;;
318;01/01/2023;14:46:09;1;8;12;;;
319;01/01/2023;14:47:29;1;8;11;;;
320;01/01/2023;14:47:29;1;8;14;;;
321;01/01/2023;14:49:49;2;8;12;;;
322;01/01/2023;14:51:19;2;5;12;;;
323;01/01/2023;14:55:34;2;3;11;;;
324;01/01/2023;14:58:07;2;8;11;;;
325;01/01/2023;14:58:35;1;3;12;;;
326;01/01/2023;15:02:04;2;3;11;;;
327;01/01/2023;15:02:28;1;8;11;;;
328;01/01/2023;15:06:27;2;5;11;;;
329;01/01/2023;15:08:28;2;3;12;;;
330;01/01/2023;15:09:37;1;3;11;;;
331;01/01/2023;15:09:54;1;8;13;;;
332;01/01/2023;15:10:10;1;5;11;;;
333;01/01/2023;15:10:10;1;5;14;;;
334;01/01/2023;15:12:22;1;3;11;;;
335;01/01/2023;15:12:54;2;3;12;;;
336;01/01/2023;15:14:19;2;3;11;;;
337;01/01/2023;15:16:37;2;5;11;;;
338;01/01/2023;15:18:56;1;3;13;;;
339;01/01/2023;15:19:34;1;3;11;;;
340;01/01/2023;15:21:05;2;8;11;;;
341;01/01/2023;15:22:11;2;3;11;;;
342;01/01/2023;15:24:01;1;8;11;;;
343;01/01/2023;15:25:09;2;5;12;;;
344;01/01/2023;15:27:11;2;3;13;;;
345;01/01/2023;15:28:29;1;3;13;;;
346;01/01/2023;15:28:54;1;5;12;;;
347;01/01/2023;15:29:24;1;3;12;;;
348;01/01/2023;15:29:24;1;3;14;;;
349;01/01/2023;15:30:16;1;3;12;;;
350;01/01/2023;15:30:27;2;3;11;;;
351;01/01/2023;15:30:58;1;5;11;;;
352;01/01/2023;15:30:58;2;8;11;;;
353;01/01/2023;15:33:36;2;5;11;;;
354;01/01/2023;15:33:36;1;5;14;;;
355;01/01/2023;15:34:10;2;3;11;;;
356;01/01/2023;15:34:10;1;3;14;;;
357;01/01/2023;15:36:59;2;5;11;;;
358;01/01/2023;15:39:44;1;8;12;;;
359;01/01/2023;15:42:20;1;3;11;;;
360;01/01/2023;15:45:16;2;3;12;;;
361;01/01/2023;15:46:34;2;5;11;;;
362;01/01/2023;15:51:15;2;8;11;;;
363;01/01/2023;15:52:23;2;5;11;;;
364;01/01/2023;15:52:23;1;5;14;;;
365;01/01/2023;15:53:55;2;5;11;;;
366;01/01/2023;15:55:45;1;8;11;;;
367;01/01/2023;15:55:50;2;3;11;;;
368;01/01/2023;15:58:55;1;8;12;;;
369;01/01/2023;16:00:23;1;8;11;;;
370;01/01/2023;16:02:07;1;8;11;;;
371;01/01/2023;16:03:30;2;3;11;;;
372;01/01/2023;16:03:54;1;8;12;;;
373;01/01/2023;16:04:10;2;3;12;;;
374;01/01/2023;16:06:04;2;3;11;;;
375;01/01/2023;16:07:20;2;3;11;;;
376;01/01/2023;16:08:59;2;3;12;;;
377;01/01/2023;16:10:37;2;3;12;;;
378;01/01/2023;16:12:00;1;8;11;;;
379;01/01/2023;16:17:06;2;3;11;;;
380;01/01/2023;16:17:52;2;3;11;;;
381;01/01/2023;16:19:00;2;8;11;;;
382;01/01/2023;16:19:17;1;3;12;;;
383;01/01/2023;16:19:26;2;5;11;;;
384;01/01/2023;16:20:07;2;3;11;;;
385;01/01/2023;16:22:07;1;5;11;;;
386;01/01/2023;16:22:38;1;3;11;;;
387;01/01/2023;16:25:28;1;3;12;;;
388;01/01/2023;16:27:42;1;5;12;;;
389;01/01/2023;16:28:00;2;8;12;;;
390;01/01/2023;16:28:57;1;5;12;;;
391;01/01/2023;16:29:36;2;3;11;;;
392;01/01/2023;16:30:12;1;3;11;;;
393;01/01/2023;16:33:35;1;3;11;;;
394;01/01/2023;16:35:11;1;5;11;;;
395;01/01/2023;16:39:24;1;3;11;;;
396;01/01/2023;16:39:27;1;8;13;;;
397;01/01/2023;16:40:18;1;3;11;;;
398;01/01/2023;16:40:19;1;5;12;;;
399;01/01/2023;16:41:51;1;5;11;;;
400;01/01/2023;16:43:33;2;8;12;;;
401;01/01/2023;16:44:46;2;3;12;;;
402;01/01/2023;16:47:05;1;5;12;;;
403;01/01/2023;16:47:05;1;5;14;;;
404;01/01/2023;16:48:31;2;5;12;;;
405;01/01/2023;16:49:19;1;5;12;;;
406;01/01/2023;16:49:19;1;5;14;;;
407;01/01/2023;16:49:38;1;3;12;;;
408;01/01/2023;16:52:13;2;8;12;;;
409;01/01/2023;16:52:51;1;5;12;;;
410;01/01/2023;16:56:48;1;3;11;;;
411;01/01/2023;16:58:42;1;3;13;;;
412;01/01/2023;16:58:42;1;3;14;;;
413;01/01/2023;17:01:03;2;5;11;;;
414;01/01/2023;17:01:31;2;8;12;;;
415;01/01/2023;17:03:21;1;3;12;;;
416;01/01/2023;17:05:44;2;3;11;;;
417;01/01/2023;17:09:18;2;8;12;;;
418;01/01/2023;17:10:34;1;3;11;;;
419;01/01/2023;17:10:35;1;3;13;;;
420;01/01/2023;17:11:58;2;8;11;;;
421;01/01/2023;17:13:17;2;5;11;;;
422;01/01/2023;17:16:17;1;8;11;;;
423;01/01/2023;17:17:19;2;8;12;;;
424;01/01/2023;17:17:22;1;8;11;;;
425;01/01/2023;17:18:36;1;3;11;;;
426;01/01/2023;17:19:08;2;5;11;;;
427;01/01/2023;17:19:08;1;5;14;;;
428;01/01/2023;17:19:11;2;8;11;;;
429;01/01/2023;17:19:28;2;8;11;;;
430;01/01/2023;17:19:49;2;8;11;;;
431;01/01/2023;17:19:49;1;8;14;;;
432;01/01/2023;17:20:02;2;8;12;;;
433;01/01/2023;17:20:02;1;8;14;;;
434;01/01/2023;17:22:36;1;3;11;;;
435;01/01/2023;17:23:03;1;5;12;;;
436;01/01/2023;17:23:04;1;3;11;;;
437;01/01/2023;17:25:45;2;3;13;;;
438;01/01/2023;17:26:15;1;8;11;;;
439;01/01/2023;17:26:15;1;8;14;;;
440;01/01/2023;17:28:42;1;5;11;;;
441;01/01/2023;17:28:42;1;5;14;;;
442;01/01/2023;17:29:25;1;3;12;;;
443;01/01/2023;17:29:25;1;3;14;;;
444;01/01/2023;17:34:47;2;8;12;;;
445;01/01/2023;17:35:26;1;3;12;;;
446;01/01/2023;17:35:26;1;3;14;;;
447;01/01/2023;17:37:26;1;8;12;;;
448;01/01/2023;17:40:50;1;3;12;;;
449;01/01/2023;17:41:55;2;3;12;;;
450;01/01/2023;17:41:55;1;3;14;;;
451;01/01/2023;17:43:49;2;8;12;;;
452;01/01/2023;17:44:28;2;3;11;;;
453;01/01/2023;17:44:28;1;3;14;;;
454;01/01/2023;17:44:48;1;8;11;;;
455;01/01/2023;17:45:21;1;8;11;;;
456;01/01/2023;17:46:21;2;8;11;;;
457;01/01/2023;17:46:21;1;8;14;;;
458;01/01/2023;17:49:04;2;8;13;;;
459;01/01/2023;17:50:19;1;5;12;;;
460;01/01/2023;17:50:30;2;8;11;;;
461;01/01/2023;17:51:06;2;3;13;;;
462;01/01/2023;17:54:11;2;3;12;;;
463;01/01/2023;17:56:46;1;8;11;;;
464;01/01/2023;17:58:01;1;5;11;;;
465;01/01/2023;17:59:44;2;8;12;;;
466;01/01/2023;17:59:44;1;8;14;;;
467;01/01/2023;18:01:08;2;8;12;;;
468;01/01/2023;18:02:00;1;3;12;;;
469;01/01/2023;18:02:21;2;5;12;;;
470;01/01/2023;18:03:13;1;3;11;;;
471;01/01/2023;18:03:13;1;3;14;;;
472;01/01/2023;18:04:34;1;3;11;;;
473;01/01/2023;18:06:52;2;3;11;;;
474;01/01/2023;18:06:52;1;3;14;;;
475;01/01/2023;18:07:13;1;8;11;;;
476;01/01/2023;18:08:53;2;3;11;;;
477;01/01/2023;18:12:37;2;3;11;;;
478;01/01/2023;18:13:32;2;5;11;;;
479;01/01/2023;18:13:41;2;8;12;;;
480;01/01/2023;18:14:28;2;8;11;;;
481;01/01/2023;18:17:09;2;8;11;;;
482;01/01/2023;18:18:10;1;3;13;;;
483;01/01/2023;18:19:45;1;5;12;;;
484;01/01/2023;18:19:45;1;5;14;;;
485;01/01/2023;18:21:22;1;3;12;;;
486;01/01/2023;18:22:12;2;3;13;;;
487;01/01/2023;18:22:48;2;5;11;;;
488;01/01/2023;18:22:53;1;3;11;;;
489;01/01/2023;18:22:53;1;3;14;;;
490;01/01/2023;18:23:34;2;5;12;;;
491;01/01/2023;18:25:51;1;3;13;;;
492;01/01/2023;18:25:57;1;8;12;;;
493;01/01/2023;18:27:08;2;5;12;;;
494;01/01/2023;18:29:34;2;8;12;;;
495;01/01/2023;18:30:05;2;3;12;;;
496;01/01/2023;18:34:56;2;3;13;;;
497;01/01/2023;18:39:29;1;3;11;;;
498;01/01/2023;18:40:29;2;8;12;;;
499;01/01/2023;18:41:13;1;3;11;;;
500;01/01/2023;18:41:28;2;8;12;;;
501;01/01/2023;18:42:04;2;3;13;;;
502;01/01/2023;18:42:16;1;8;12;;;
503;01/01/2023;18:43:19;1;3;12;;;
504;01/01/2023;18:43:42;1;3;11;;;
505;01/01/2023;18:45:11;2;3;11;;;
506;01/01/2023;18:49:48;1;3;11;;;
507;01/01/2023;18:51:23;2;3;11;;;
508;01/01/2023;18:51:41;1;3;11;;;
509;01/01/2023;18:52:18;2;8;11;;;
510;01/01/2023;18:52:57;2;3;13;;;
511;01/01/2023;18:55:19;2;3;12;;;
512;01/01/2023;18:56:24;2;8;12;;;
513;01/01/2023;18:56:35;2;8;11;;;
514;01/01/2023;18:56:35;1;8;14;;;
515;01/01/2023;19:00:27;1;3;12;;;
516;01/01/2023;19:02:52;2;8;11;;;
517;01/01/2023;19:06:58;1;8;11;;;
518;01/01/2023;19:07:26;2;8;11;;;
519;01/01/2023;19:07:40;1;3;12;;;
520;01/01/2023;19:08:11;2;8;11;;;
521;01/01/2023;19:08:56;1;3;13;;;
522;01/01/2023;19:09:54;1;8;11;;;
523;01/01/2023;19:10:16;2;3;11;;;
524;01/01/2023;19:10:53;2;8;12;;;
525;01/01/2023;19:12:49;2;3;11;;;
526;01/01/2023;19:14:09;2;3;11;;;
527;01/01/2023;19:15:15;1;3;12;;;
528;01/01/2023;19:21:35;1;8;12;;;
529;01/01/2023;19:22:39;1;8;11;;;
530;01/01/2023;19:24:18;1;8;12;;;
531;01/01/2023;19:24:18;1;8;14;;;
532;01/01/2023;19:29:01;2;3;12;;;
533;01/01/2023;19:29:07;1;3;11;;;
534;01/01/2023;19:30:55;2;3;12;;;
535;01/01/2023;19:34:03;1;8;12;;;
536;01/01/2023;19:34:39;2;8;13;;;
537;01/01/2023;19:34:48;1;3;11;;;
538;01/01/2023;19:35:55;2;8;11;;;
539;01/01/2023;19:37:51;1;3;13;;;
540;01/01/2023;19:38:46;2;3;12;;;
541;01/01/2023;19:39:00;2;3;12;;;
542;01/01/2023;19:39:32;1;3;11;;;
543;01/01/2023;19:43:29;1;3;12;;;
544;01/01/2023;19:44:41;1;8;13;;;
545;01/01/2023;19:45:28;1;8;11;;;
546;01/01/2023;19:49:37;1;3;11;;;
547;01/01/2023;19:52:47;1;8;11;;;
548;01/01/2023;19:57:56;1;3;11;;;
549;01/01/2023;19:58:29;1;3;12;;;
550;01/01/2023;19:58:52;1;3;11;;;
551;02/01/2023;7:01:59;1;5;11;;;
552;02/01/2023;7:12:05;1;5;12;;;
553;02/01/2023;7:16:35;2;5;11;;;
554;02/01/2023;7:16:46;1;5;12;;;
555;02/01/2023;7:16:46;1;5;14;;;
556;02/01/2023;7:22:08;2;5;13;;;
557;02/01/2023;7:22:45;1;5;12;;;
558;02/01/2023;7:25:59;1;5;11;;;
559;02/01/2023;7:35:10;1;5;12;;;
560;02/01/2023;7:48:26;1;5;11;;;
561;02/01/2023;7:48:26;1;5;14;;;
562;02/01/2023;7:53:48;2;5;11;;;
563;02/01/2023;7:59:47;1;5;12;;;
564;02/01/2023;7:59:47;1;5;14;;;
565;02/01/2023;8:03:47;2;8;11;;;
566;02/01/2023;8:04:06;2;8;11;;;
567;02/01/2023;8:04:55;1;8;11;;;
568;02/01/2023;8:04:59;1;5;13;;;
569;02/01/2023;8:09:46;1;5;12;;;
570;02/01/2023;8:09:51;1;5;13;;;
571;02/01/2023;8:11:11;2;8;13;;;
572;02/01/2023;8:11:11;1;8;14;;;
573;02/01/2023;8:13:24;1;8;11;;;
574;02/01/2023;8:14:13;1;5;12;;;
575;02/01/2023;8:15:07;1;8;11;;;
576;02/01/2023;8:15:10;2;8;11;;;
577;02/01/2023;8:17:28;1;8;12;;;
578;02/01/2023;8:20:38;2;5;12;;;
579;02/01/2023;8:21:32;2;8;11;;;
580;02/01/2023;8:23:15;1;8;11;;;
